sentence	label
please book a restaurant for ten members near downtown at 2038 	1
i would like to book a donut serving delicatessen in cuba for 5 on april eleventh 	1
book the cityzen for six people 	1
i want to book a restaurant for four around zapata 	1
find an outdoor facility for midday in datil at a pub for six 	1
book a table for 7 at a churrascaria that is highly rated 	1
book a restaurant for 2 that has internet 	1
book tun tavern for morning in norfolk island 	1
i want to book a close restaurant in sc for seven 	1
book coney island neighboring va for marina and i 	1
book a reservation for 7 people at the french laundry on june the 8th 2029 	1
book for six for 1 hour and 1 minute from now 	1
book a restaurant for nine in south sudan 	1
book a nearby northeast indian restaurant in north carolina for ten people at six am 	1
book a pub with a pool in white heath south carolina 	1
book a pub for pepperoni near their house and not far 	1
book a reservation for 8 at a restaurant that serves chicken fried bacon in aruba 	1
make me a reservation for a party of 6 at a pub at five o clock in arizona that serves waffles in the city of hat creek 	1
i want to eat at a highly rated food court 	1
i want to book the distant downtown tribeca grill for august the twenty third 2025 for wilda and jacklyn 	1
book itsu for tonight 	1
find a pub for me in fm 	1
book a masala bar on march 6 2034 	1
book a tavern in rhode island that serves saucisse 	1
i need to book a table at a tavern that serve gnocchi for nine in owenyo 	1
book a restaurant in indiana for me violet and dianne 	1
book a restaurant in french southern territories on dec the fifth 2026 for two 	1
i have a party of 10 that would like to eat outdoor at a tavern 	1
book a restaurant for one in al 	1
book a restaurant in west hattiesburg for 0 o clock 	1
book a popular food truck in kentucky 	1
i want to book a restaurant in keeling islands for a party of ten 	1
book a restaurant not far in milladore for 6 people 	1
i need a table at the middle east in mn for a party of 6 	1
book a table over the internet for six at a food truck in vanuatu for two pm 	1
book a table in belhaven for a party of seven at the great house at sonning 	1
book a spa in pizzeria on november 24 2036 	1
i need a reservation for 6 at cherwell boathouse 	1
i d like to eat english cuisine at a restaurant in ettrick 	1
book reservations at james d conrey house at 1 pm for a party of nine 	1
my party of 3 would really like to eat baba au rhum at a brasserie could you help 	1
book a table for 10 at a restaurant in federated states of micronesia 	1
i want to book a restaurant neighboring livonia av 	1
i need a reservation for a party of three maybe a gastropub that sells steak 	1
book in ri for one in wabuska 	1
book a table for eight in graf far away 	1
book a table for seven during our thailand trip that is within walking distance of our hotel 	1
table for 5 am at baker s keyboard lounge 	1
i m in mi and want to eat somwhere nearby midday 	1
i would like to book a puglia food court in ky 	1
find me a table for two at seven somewhere in australia 	1
book a spot for 1 at a restaurant this evening 	1
book a spot for one at a bar in seabrook 	1
book a restaurant within the same area of ely for 10 people 	1
i need a reservation for a joint in az for 3 	1
i want to book meriton grand hotel tallinn in new jersey for four people 	1
please make reservations for three at a kosher taverna nearby our secondary residence 	1
i need a table at a czech pub at seven 	1
grab a table at a restaurant in minnesota that serves ice cream cake 	1
i need to book a table for 4 	1
book a table for two in oklahoma 	1
book me a table for seven in neighboring france 	1
book a steakhouse with a pool for eight people 	1
i need a table in your position at churrascaria for a hot dog in the same area 	1
book near montana restaurant serving sri lankan food for 6 that is highly rated on tues 	1
i d like to eat in montana on 10 22 2030 	1
i d like to go to the popular bistro in oh 	1
book at table at a brasserie which serves padangnese food 	1
i want to go to 88th st boyd av or close by and book seats for 10 	1
book a restasurant in pohick delaware 	1
i need to book a table at a food court in nh that serves smelt 	1
i need a reservation for the oasis drive in for a party of four 	1
i need a reservation for eight at the original soup man in northern mariana islands 	1
i m looking to bring shawn marguerite and della to a place to eat at near rwanda 	1
book a table for 10 people at a restaurant which offers internet 	1
book a close by brasserie in nc 	1
book me seats for 6 at a restaurant in wv in one second 	1
i want to book a restaurant not far from our college 	1
book a taverna for me and jami 	1
i m craving mac and cheese book a table at a portland mills ks restaurant i need it for one second from now 	1
i would like to book a restaurant within the same area as myrtle av for 6 	1
i want a table for 2 at a portugal restaurant 	1
i need a reservation for eight at a diner that has desserts in ashmore tn 	1
book a table in fort loudon at a restaurant for 5 	1
i need a table at a cafeteria for a party of 6 in al 	1
need a booking for a party of five at a restaurant in french polynesia 	1
please find me a table at a place that serves glace has room for six and a pub atmosphere 	1
book reservations at a restaurant in niue for me edna and glenda 	1
i m looking to reserve a table at a pasta restaurant in serbia 	1
can you make reservations for two people somewhere distant from sutphin blvd 	1
book a restaurant this year in manning 	1
book a spot at a restaurant with wifi that is neighboring suriname 	1
book bridge round house for one at meal time in democratic republic of the congo close 	1
i m in tuolumne city and want fast food for a party of eight 	1
i need to book a table at a bar in micronesia for tia madeline and estela 	1
book a reservation for six people at a churrascaria restaurant in cook islands one minute from now 	1
find me a table for 8 people at a nearby al restaurant one minute from now 	1
please book a room in spaghetti warehouse for catalina delores and brandie mendoza at 12 am 	1
book a spot for 1 close to geraldine s house 	1
book a reservation for the training table on mar thirteenth 2026 	1
get me a table for 2 people 1 second from now in tunisia 	1
i need a cambodian brasserie restaurant that is top rated 	1
need book a restaurant for this autumn in illinois 	1
i want to bring antoinette christine and caitlin to get bread at a restaurant in faraway connecticut 	1
i need a reservation for the berghoff in jamaica in 18 seconds 	1
book a bar that serves stracciatella in north dakota for four at four am 	1
book me a reservation for an outdoor restaurant 	1
book a spot at a pizza place nine weeks from now in wisconsin 	1
book a bar with a pool in mountain iron 	1
find me a nice restaurant in mulvane 	1
i need a reservation for apr the sixteenth 2027 in cazenovia ca 	1
please make a restaurant reservation for somewhere in mondovi connecticut 	1
i want to book a restaurant 	1
i would like to book a highly rated brasserie with souvlaki neighboring la next week 	1
find me a table for 8 somewhee in hollenberg in nine weeks 	1
book a table for ten people 	1
book a restaurant with a pool far from robbie s hostel for me chandra and noelle at nine pm 	1
i need a table in iron gates in one minute at the weathervane restaurant 	1
book a table for a party of 7 	1
book reservations at a faraway restaurant in newtown at meal time 	1
i would like reservations made for masonville vermont nov 7 	1
please book a restaurant room which serves hangtown fry dish in jagual 	1
i need a table at somewhere within walking distance of nv on november the 24th 2027 	1
book a restaurant for ten in exmore at sunset 	1
book a restaurant for 5 	1
pizzeria restaurant in kellnersville hi that is outdoor for ten 	1
book main deli steak house on february 13 in serbia and montenegro 	1
i want to book a food court for 5 at 1 am 	1
book a brazilian diner for 9 that s highly rated within the same area as comoros 	1
